Gen,total_rating,scale_correctness_rating,zipfs_law_distance_pitches,zipfs_law_distance_intervals,neighbour_pitch_rating,melody_direction_rating,direction_stability_rating,unique_pitches_rating,bindings_rating,measures_rating,types_distance_rating,semitones_distance_rating,pitches_distance_rating,duration_distance_rating,offsets_distance_rating,absolute_rhythm_rating,absolute_types_rating,types_distr_rating,interval_distr_distance_rating,element_count_rating
11,20.81955511,0.111111111,0.571482193,0.055411913,0.018691589,0.049137682,0.00240871,0.024799011,3.333333333,0,1.398825958,2.315216451,1.71521819,3.21562212,1.012106015,2.9,0.8,0.615003179,2.309286825,0.371900826
12,20.59704884,0.111111111,0.122338157,0.015877037,0.018691589,0.049137682,0.00240871,0.020823096,3.75,0,1.376287087,2.234800241,1.709744383,3.212199906,1.012106015,2.9,0.8,0.615003179,2.274619825,0.371900826
13,21.05173044,0.110091743,0.464718785,0.228581275,0.018518519,0.053550974,0.002004582,0.020256254,3.645833333,0,1.339898178,2.195518014,1.680720577,3.160266024,1.000696337,2.9,0.9,0.630622674,2.369874655,0.330578512
14,20.58614645,0.110091743,0.186586579,0.063389528,0.018518519,0.053550974,0.002004582,0.020256254,3.645833333,0,1.318305217,2.204613513,1.69743964,3.133784387,1.000696337,2.9,0.9,0.630622674,2.369874655,0.330578512
15,20.58050075,0.111111111,0.083386579,0.242903,0.018691589,0.049137682,0.00240871,0.020823096,3.541666667,0,1.376287087,2.244935494,1.709233694,3.2062862,1.012106015,2.9,0.8,0.615003179,2.274619825,0.371900826
16,20.39169021,0.110091743,0.029506487,0.287306986,0.018518519,0.053550974,0.002004582,0.023611959,3.4375,0,1.318305217,2.243925187,1.733353522,3.108262262,1.000696337,2.8,0.9,0.630622674,2.363855251,0.330578512
17,20.53835191,0.110091743,0.300612062,0.118134053,0.018518519,0.044291714,0.007254677,0.018062983,3.4375,0,1.335576699,2.207832327,1.808618404,3.134432561,1.000696337,2.9,0.8,0.630622674,2.335528645,0.330578512
18,20.18983331,0.110091743,0.042131223,0.063389528,0.018518519,0.053550974,0.002004582,0.020823096,3.333333333,0,1.334239208,2.216576211,1.690891019,3.172511699,1.000696337,2.9,0.9,0.630622674,2.369874655,0.330578512
19,20.40473834,0.110091743,0.137392878,0.009438401,0.018518519,0.044291714,0.007254677,0.021889952,3.541666667,0,1.335576699,2.193171101,1.797199459,3.156474353,1.000696337,2.9,0.8,0.630622674,2.369874655,0.330578512
20,20.40763762,0.110091743,0.1367176,0.081902169,0.018518519,0.044291714,0.007254677,0.017532468,3.333333333,0,1.34264248,2.262077284,1.827131596,3.163063881,1.000696337,2.9,0.9,0.630622674,2.301182636,0.330578512
21,22.95298832,0.12962963,0.231633895,1.073587842,0.010204082,0.046181359,0.005365033,0.023030303,3.541666667,1.5625,1.328383857,2.222119355,1.804937466,3.178389242,0.995049783,2.9,0.9,0.523752445,2.14597885,0.330578512
22,23.28719551,0.132075472,0.096138986,0.168195353,0,0.04005891,0.011487482,0.01969697,3.645833333,2.34375,1.475073234,2.248261844,1.818720177,3.085624559,1.007809523,2.9,0.8,0.661157025,2.378767186,0.454545455
23,21.43111962,0.128440367,0.224397801,0.009603173,0.018518519,0.053550974,0.002004582,0.024201474,3.4375,0.78125,1.319357614,2.27113608,1.875055629,3.166155835,0.989422608,2.9,0.9,0.64600551,2.353940939,0.330578512
