Gen,total_rating,scale_correctness_rating,zipfs_law_distance_pitches,zipfs_law_distance_intervals,neighbour_pitch_rating,melody_direction_rating,direction_stability_rating,unique_pitches_rating,bindings_rating,measures_rating,types_distance_rating,semitones_distance_rating,pitches_distance_rating,duration_distance_rating,offsets_distance_rating,absolute_rhythm_rating,absolute_types_rating,types_distr_rating,interval_distr_distance_rating,element_count_rating
95,25.41043022,0.381818182,0.327417501,0.033113249,0.283018868,0.025773196,0.025773196,0.094637018,4.0625,6.25,0.91041456,2.066112888,1.605881966,1.992982691,0.795356465,2.8,1.1,0.437657204,2.217973231,0
96,25.37230309,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.997762783,0.795356465,2.8,1.1,0.437657204,2.271475433,0
97,25.37230309,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.997762783,0.795356465,2.8,1.1,0.437657204,2.271475433,0
98,25.41521031,0.381818182,0.327417501,0.033113249,0.283018868,0.025773196,0.025773196,0.094637018,4.0625,6.25,0.91041456,2.066112888,1.605881966,1.997762783,0.795356465,2.8,1.1,0.437657204,2.217973231,0
99,25.367523,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.992982691,0.795356465,2.8,1.1,0.437657204,2.271475433,0
100,25.367523,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.992982691,0.795356465,2.8,1.1,0.437657204,2.271475433,0
101,25.367523,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.992982691,0.795356465,2.8,1.1,0.437657204,2.271475433,0
102,25.367523,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.992982691,0.795356465,2.8,1.1,0.437657204,2.271475433,0
103,25.36067857,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.986138263,0.795356465,2.8,1.1,0.437657204,2.271475433,0
104,25.36067857,0.378378378,0.122841142,0.005280581,0.366972477,0.02118604,0.030360352,0.093506494,4.0625,6.25,0.912494931,2.110248056,1.616282754,1.986138263,0.795356465,2.8,1.1,0.437657204,2.271475433,0
105,25.12356284,0.378378378,0.022921347,0.008463748,0.366972477,0.02118604,0.030360352,0.094637018,4.0625,6.25,0.918350984,2.098140892,1.604879905,1.997762783,0.795356465,2.8,1.1,0.336207929,2.237444524,0
106,25.11671841,0.378378378,0.022921347,0.008463748,0.366972477,0.02118604,0.030360352,0.094637018,4.0625,6.25,0.918350984,2.098140892,1.604879905,1.990918355,0.795356465,2.8,1.1,0.336207929,2.237444524,0
107,25.11671841,0.378378378,0.022921347,0.008463748,0.366972477,0.02118604,0.030360352,0.094637018,4.0625,6.25,0.918350984,2.098140892,1.604879905,1.990918355,0.795356465,2.8,1.1,0.336207929,2.237444524,0
108,25.54813003,0.363636364,0.443115686,0.064439472,0.196078431,0.035577117,0.035577117,0.095783926,4.0625,6.25,0.909504355,2.267109598,1.556571052,1.978208899,0.795356465,2.8,1.1,0.336207929,2.258463615,0
109,25.47767162,0.345454545,0.179237691,0.17827074,0.196078431,0.025773196,0.025773196,0.092160738,4.0625,6.25,0.909504355,2.274968846,1.560613888,1.978208899,0.795356465,2.8,1.1,0.336207929,2.367562704,0
110,25.44071015,0.363636364,0.001297408,0.166481331,0.198019802,0.040624681,0.040624681,0.094637018,4.0625,6.25,0.942298379,2.282863673,1.599493391,1.968114328,0.795356465,2.8,1.1,0.437657204,2.297105428,0
111,25.54813003,0.363636364,0.443115686,0.064439472,0.196078431,0.035577117,0.035577117,0.095783926,4.0625,6.25,0.909504355,2.267109598,1.556571052,1.978208899,0.795356465,2.8,1.1,0.336207929,2.258463615,0
112,25.31134367,0.366972477,0.003516839,0.22509916,0.198019802,0.040624681,0.040624681,0.093297943,4.0625,6.25,0.906570691,2.250776521,1.552427519,1.990918355,0.795356465,2.8,1.1,0.336207929,2.298430608,0
113,25.30894772,0.366972477,0.199961944,0.012505268,0.198019802,0.040624681,0.040624681,0.096947578,4.0625,6.25,0.906570691,2.264261125,1.549046118,1.990918355,0.795356465,2.8,1.1,0.336207929,2.298430608,0
114,25.54813003,0.363636364,0.443115686,0.064439472,0.196078431,0.035577117,0.035577117,0.095783926,4.0625,6.25,0.909504355,2.267109598,1.556571052,1.978208899,0.795356465,2.8,1.1,0.336207929,2.258463615,0
115,25.59096635,0.363636364,0.42718803,0.130554971,0.196078431,0.025773196,0.025773196,0.095783926,4.0625,6.25,0.909504355,2.265379703,1.574954333,1.973811835,0.795356465,2.8,1.1,0.336207929,2.258463615,0
116,25.59096635,0.363636364,0.42718803,0.130554971,0.196078431,0.025773196,0.025773196,0.095783926,4.0625,6.25,0.909504355,2.265379703,1.574954333,1.973811835,0.795356465,2.8,1.1,0.336207929,2.258463615,0
117,25.39001977,0.363636364,0.067887178,0.032374454,0.294117647,0.045381039,0.045381039,0.092160738,4.0625,6.25,0.920322014,2.199014623,1.561031684,1.975216804,0.773721048,2.8,1.1,0.348796525,2.458478611,0
